year,iso3,Countries,ECONOMIC FREEDOM ALL AREAS,EFW RANK,EFW QUARTILE,1Ai Government consumption without interest payments,1Ai Government consumption without interest payments_data,1Aii Government consumption plus interest payments,1Aii Government consumption plus interest payments_data,1A Government consumption,1B  Transfers and subsidies,1B  Transfers and subsidies_data,1C  Government investment,1C  Government investment_data,1Di Top marginal income tax rate,1Di Top marginal income tax rate_data,1Dii Top marginal income and payroll tax rate,1Dii Top marginal income and payroll tax rate_data,1D  Top marginal tax rate,IE State ownership,Area 1 Size of Government,Area 1 Rank,2A  Judicial independence,2B  Impartial courts,2C  Property rights,2D  Military interference,2E Legal integrity,2F Contracts,2G Real property,2H Police and crime,Gender Disparity Index,Area 2 Legal System & Property Rights -- Without Gender Adjustment,Area 2 Legal System & Property Rights -- With Gender Adjustment,Area 2 Rank,3A  Money growth,3A  Money growth_data,3B  Standard deviation of inflation,3B  Standard deviation of inflation_data,3C  Inflation,3C  Inflation_data,3D  Foreign currency bank accounts,Area 3 Sound Money,Area 3 Rank,4Ai  Trade tax revenue,4Ai  Trade tax revenue_data,4Aii  Mean tariff rate,4Aii  Mean tariff rate_data,4Aiii  Standard deviation of tariff rates,4Aiii  Standard deviation of tariff rates_data,4A  Tariffs,4Bi  Non-tariff trade barriers,4Bii  Costs of importing and exporting,4B  Regulatory trade barriers,4C  Black market exchange rates,4Di  Financial openness,4Dii  Capital controls,4Diii Freedom of foreigners to visit,4Div Protection of Foreign Assets,4D  Controls of the movement of capital and people,Area 4 Freedom to trade internationally,Area 4 Rank,5Ai  Ownership of banks,5Aii Private sector credit,5Aiii  Interest rate controls/negative real interest rates),5A  Credit market regulation,5Bi  Labor regulations and minimum wage,5Bii  Hiring and firing regulations,5Biii  Flexible wage determination,5Biv  Hours Regulations,5Bv Cost of worker dismissal,5Bvi  Conscription,5Bvii Foreign Labor,5B  Labor market regulations,5Ci  Regulatory Burden,5Cii  Bureacracy costs,5Ciii  Impartial Public Administration,5Civ Tax compliance,5C  Business regulation,5Di  Market openness,5Dii Business Permits,5Diii Distorton of the business environment,5D Freedom to enter markets and compete,Area 5 Regulation,Area 5 Rank,Region,Income_Group,efw_present,n_areas,complete5,BN.CAB.XOKA.GD.ZS,BX.KLT.DINV.WD.GD.ZS,FM.LBL.BMNY.GD.ZS,FP.CPI.TOTL.ZG,FS.AST.PRVT.GD.ZS,GC.DOD.TOTL.GD.ZS,GC.TAX.TOTL.GD.ZS,NE.CON.GOVT.ZS,NE.GDI.FTOT.ZS,NE.TRD.GNFS.ZS,NY.GDP.MKTP.KD.ZG,NY.GDP.PCAP.KD,NY.GDP.TOTL.RT.ZS,SE.SEC.ENRR,SI.POV.GINI,SL.TLF.CACT.ZS,SL.UEM.TOTL.ZS,SP.DYN.LE00.IN,SP.POP.TOTL,wgi_control_corruption,wgi_govt_effectiveness,wgi_political_stability,wgi_regulatory_quality,wgi_rule_of_law,wgi_voice_accountability,gdppc_filled,trade_openness_filled,investment_gfcf_filled,govt_consumption_filled,macro_n_vars,macro_present,merged_present
2021,EST,Estonia,7.82,12.0,1.0,3.3382352941176476,28.65,3.316292496215347,28.72460551286782,3.3272638951664972,5.501362397820165,17.009999999999998,8.757142857142858,19.35,10.0,20.0,4.0,42.0,7.0,7.6625,6.4496538300259045,93.0,7.939325682333333,6.912221997779107,8.691395918333333,8.333333333333334,7.882833333333334,6.875749701978957,7.203523980479384,7.905531724166666,1.0,7.71798945896718,7.71798945896718,21.0,7.643447607319556,11.782761963402223,9.298119854493086,1.7547003637672847,8.138733304610076,4.65316673847481,10.0,8.77007519160568,65.0,9.58,0.63,8.98,5.1,6.6096,8.476,8.389866666666668,8.239322972854398,9.937870211124302,9.08859659198935,10.0,10.0,5.384615384615384,0.0,8.907683889166666,6.073074818445512,8.387884519275383,21.0,10.0,9.211009174311927,9.0,9.403669724770642,3.3666666666666654,3.8770372142857146,7.844117647058823,5.575,4.920105707750661,3.0,4.3984182675,4.711620786180267,5.2014541633333335,8.666666666666668,9.645,9.719766838304745,8.308221917076187,8.083622336055196,9.239308455274209,8.75,8.690976930443135,7.778622339617558,8.0,Europe & Central Asia,High Income,True,5.0,True,-3.72881552541849,20.3082845902731,,4.65316673847473,59.2942307857999,,21.7424154968985,19.8175308273567,29.9823233247321,160.471922305927,8.25488044580031,21570.6658455268,1.72122598420606,113.01091003418,31.8,63.186,6.178,76.9439024390244,1330932.0,1.50660848617554,1.34329342842102,0.748589515686035,1.54799437522888,1.38935804367065,1.17938566207886,21570.6658455268,160.471922305927,29.9823233247321,19.8175308273567,27,True,True
2022,EST,Estonia,7.57,27.0,1.0,3.6735294117647053,27.51,3.6401200108370495,27.62359196315403,3.656824711300877,5.8283378746594,15.81,8.945714285714285,18.69,10.0,20.0,4.0,42.0,7.0,7.6625,6.618675374334913,87.0,7.921325682333335,7.029249371044957,8.691395918333333,8.333333333333334,7.945083333333333,6.875749701978957,7.203523980479384,7.905531724166666,1.0,7.738149130625411,7.738149130625411,20.0,8.005890978331585,9.970545108342076,7.689689929517223,5.775775176206942,2.2400000000000007,19.4,10.0,6.983895226962202,102.0,9.613333333333333,0.58,8.98,5.1,6.837999999999999,7.905,8.477111111111112,7.978432998258246,9.937870211124302,8.958151604691274,10.0,10.0,5.384615384615384,9.16,8.907683889166666,8.363074818445511,8.949584383561975,8.0,10.0,9.719169719169718,6.0,8.573056573056574,3.3666666666666654,3.8770372142857146,7.844117647058823,5.575,4.920105707750661,3.0,4.3984182675,4.711620786180267,5.2014541633333335,8.222222222222223,9.645,9.719766838304745,8.197110805965075,8.083622336055196,9.239308455274209,8.75,8.690976930443135,7.543191273911263,16.0,Europe & Central Asia,High Income,True,5.0,True,-3.91323342632091,4.91232573915519,,19.3982634080616,57.2271887161449,,21.098827586414,19.3667065306624,25.1608257827686,175.68711950524,-1.22616966587796,21023.2994937246,,112.551849365234,32.3,65.113,5.571,77.8439024390244,1348840.0,1.54471278190613,1.34263217449188,0.727880895137787,1.5589644908905,1.42628395557404,1.20195424556732,21023.2994937246,175.68711950524,25.1608257827686,19.3667065306624,26,True,True
2023,EST,Estonia,7.76,19.0,1.0,3.4382352941176473,28.31,3.332326395895773,28.67009025395437,3.3852808450067102,5.5885558583106265,16.69,7.534141476139329,23.63050483351235,10.0,20.0,4.0,42.0,7.0,7.9575,6.293095635891333,107.0,7.921325682333335,7.029193860524022,8.691395918333333,8.33,7.9590000000000005,6.39955922578848,7.203523980479384,7.905531724166666,1.0,7.679941298953152,7.679941298953152,20.0,8.186230451634774,9.068847741826126,7.689316286323958,5.776709284190106,6.335999999999999,9.16,10.0,8.052886684489682,78.0,9.674270296786853,0.4885945548197205,9.0,5.0,7.0,7.5,8.55809009892895,7.978432998258246,9.937870211124302,8.958151604691274,10.0,10.0,5.384615384615384,9.16,8.907683889166666,8.363074818445511,8.969829130516434,8.0,10.0,9.029084687767323,10.0,9.676361562589108,3.3666666666666654,3.8770372142857146,7.844117647058823,5.575,4.920105707750661,3.0,4.3984182675,4.711620786180267,5.2014541633333335,8.222222222222223,9.645,9.719766838304745,8.197110805965075,8.083622336055196,9.239308455274209,8.75,8.690976930443135,7.819017521294396,9.0,Europe & Central Asia,High Income,True,5.0,True,-1.7426150208666,12.9027265859711,,9.15922507983982,57.661097453773,,21.3289742256328,20.5544434569907,25.4086839463969,154.592617111149,-2.74421914571231,20126.3730486957,,108.442070007324,30.7,65.604,6.378,78.490243902439,1370286.0,1.53812229633331,1.2634699344635,0.660533905029297,1.42964351177216,1.42638897895813,1.21992552280426,20126.3730486957,154.592617111149,25.4086839463969,20.5544434569907,26,True,True
2024,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,-1.25864024197608,-7.97097840452121,,3.52056053296586,60.5354220304166,,,,23.8965498272625,151.037702410455,-0.0900428648493801,20078.1397620993,,,,65.331,7.828,,1372341.0,,,,,,,20078.1397620993,151.037702410455,23.8965498272625,,14,True,False
2000,ETH,Ethiopia,4.87,130.0,4.0,6.464705882352941,18.02,8.036960931851214,12.674332831705874,7.2508334071020775,,,1.8911612163553368,43.38093574275632,,,,,,4.4350000000000005,4.525664874485805,147.0,3.2852801333817667,3.192634973872807,4.34318792866941,1.6666666666666667,6.241916666666667,5.0184053461825515,7.958816004739815,5.160642570281125,0.5882352941176471,4.608443786307601,3.6596465361854476,119.0,0.0,61.3822443360458,8.087731844858434,4.780670387853917,9.735016756293328,0.66245810926668,,5.940916200383921,117.0,,,,,,,,4.385438246595323,,4.385438246595323,,2.0786290615797043,,,5.217295354055668,3.6479622078176863,,,,6.673968541235485,,6.673968541235485,5.2,6.395014428571429,8.382352941176471,2.6750000000000007,4.5249772254951,,4.795789473684212,5.328855678154535,,,4.4925,8.25565271062339,6.374076355311695,3.0793852392281695,,,3.0793852392281695,5.364071453482471,116.0,Sub-Saharan Africa,Low Income,True,4.0,False,0.163268897783397,1.63351478937744,34.5854779120504,0.662458109266482,17.6238640309735,,,,,,6.07321748125295,247.505413659694,18.4852654796037,14.451319694519,,82.088,3.5,50.88,67411494.0,-0.906757354736328,-1.20650112628937,-0.946032106876373,-1.31623375415802,-0.983719408512115,-1.03173887729645,247.505413659694,,,,20,True,True
2001,ETH,Ethiopia,4.73,138.0,4.0,6.623529411764705,17.48,8.03290972452874,12.688106936602288,7.328219568146722,,,0.0,50.97168417595689,,,,,,4.4350000000000005,3.9210731893822413,152.0,3.3267353997151,3.187980935872807,4.34318792866941,1.6666666666666667,6.241916666666667,5.0184053461825515,7.958816004739815,5.160642570281125,0.8823529411764706,4.613043939849268,4.341688413975781,94.0,0.0,61.3822443360458,7.6815562770609755,5.796109307347559,6.704862186435401,-8.2378445339115,,4.7954728211654585,136.0,,,,,,,,4.385438246595323,,4.385438246595323,,2.0786290615797043,,,5.217295354055668,3.6479622078176863,,,,8.71000539977121,,8.71000539977121,5.2,6.395014428571429,8.382352941176471,2.6750000000000007,4.5249772254951,,4.795789473684212,5.328855678154535,,,4.4925,8.25565271062339,6.374076355311695,3.0793852392281695,,,3.0793852392281695,5.873080668116402,89.0,Sub-Saharan Africa,Low Income,True,4.0,False,-4.53620596538169,4.24475958430851,37.1632706542002,-8.23784453391137,17.778546785567,,8.08387167264084,,,,8.30130632267965,260.04231608135,18.1488127694134,17.3430194854736,,82.103,3.176,51.428,69487762.0,,,,,,,260.04231608135,,,,15,True,True
2002,ETH,Ethiopia,5.24,125.0,4.0,7.202941176470588,15.51,8.037327647223995,12.673085999438417,7.620134411847292,9.71307901907357,1.553,0.0,51.95394736842112,,,,,,4.4350000000000005,5.442053357730215,118.0,3.3255779817150994,3.187980935872807,4.34318792866941,1.6666666666666667,6.241916666666667,5.0184053461825515,7.958816004739815,5.160642570281125,0.8823529411764706,4.612899262599267,4.341552247152252,94.0,0.0,61.3822443360458,7.299745525608423,6.7506361859789425,9.338508268646628,1.65372932838343,,5.546084598085017,134.0,,,,,,,,4.385438246595323,,4.385438246595323,,2.0786290615797043,,,5.217295354055668,3.6479622078176863,,,,7.7087238767364825,,7.7087238767364825,5.2,6.395014428571429,8.382352941176471,2.6750000000000007,4.5249772254951,,4.795789473684212,5.328855678154535,,,4.4925,8.25565271062339,6.374076355311695,3.0793852392281695,,,3.0793852392281695,5.62276028735772,102.0,Sub-Saharan Africa,Low Income,True,4.0,False,-1.74046524518375,3.2480726995032,44.036796941287,0.675089102170801,17.978117689976,,9.70983167885198,,,,1.51472570667433,256.066635883709,23.1893231496073,19.1939201354981,,82.099,3.06,52.085,71635517.0,-0.717909097671509,-1.04439079761505,-1.22584557533264,-1.23277902603149,-0.959304392337799,-1.22613191604614,256.066635883709,,,,21,True,True
2003,ETH,Ethiopia,4.7,140.0,4.0,6.932352941176471,16.43,8.036095284638966,12.677276032227514,7.484224112907718,9.994550408719345,0.52,0.0,55.30632090761743,,,,,,4.4350000000000005,5.478443630406765,117.0,3.321719921715099,3.237406637122807,4.34318792866941,1.6666666666666667,6.241916666666667,5.0184053461825515,7.958816004739815,5.160642570281125,0.8823529411764706,4.618595217755518,4.34691314612284,93.0,0.0,61.3822443360458,6.687253544256921,8.281866139357694,2.89508632138112,17.7622841965472,,3.1941132885460135,153.0,,,,,,,,4.385438246595323,,4.385438246595323,,2.0786290615797043,,,5.217295354055668,3.6479622078176863,,,,8.30457852541359,,8.30457852541359,5.2,6.395014428571429,8.382352941176471,2.6750000000000007,4.5249772254951,,4.795789473684212,5.328855678154535,,,4.4925,8.25565271062339,6.374076355311695,3.0793852392281695,,,3.0793852392281695,5.771723949526998,94.0,Sub-Saharan Africa,Low Income,True,4.0,False,-1.58150719828577,5.39212251252315,44.8778804423559,13.6740452028272,17.5006234628474,,9.11689550681182,,,,-2.16135972256865,243.076666020009,36.1413210442662,19.5667705535889,,82.08,2.995,52.877,73832663.0,-0.777412176132202,-1.07022738456726,-1.40960443019867,-1.15582895278931,-0.834280729293823,-1.11473321914673,243.076666020009,,,,21,True,True
2004,ETH,Ethiopia,5.98,99.0,3.0,7.458823529411765,14.64,8.03084253857204,12.695135368855066,7.7448330339919025,10.0,0.042,0.0,57.008613938919474,,,,,,4.4350000000000005,5.544958258497976,122.0,3.3161257347150994,3.2226979813728067,4.34318792866941,1.6666666666666667,6.241916666666667,5.0184053461825515,7.958816004739815,5.160642570281125,0.8823529411764706,4.616057362411768,4.3445245763875455,96.0,8.637202221092558,6.813988894537215,6.97640896136627,7.558977596584323,8.697490837327441,3.2562729066814,,8.10370067326209,66.0,,,,,,,,4.385438246595323,,4.385438246595323,,2.0786290615797043,,,5.217295354055668,3.6479622078176863,,,,8.98028998267629,,8.98028998267629,5.2,6.395014428571429,8.382352941176471,2.6750000000000007,4.369370367084167,,4.795789473684212,5.302921201752713,,,4.4925,8.25565271062339,6.374076355311695,3.0793852392281695,,,3.0793852392281695,5.934168194742218,92.0,Sub-Saharan Africa,Low Income,True,4.0,False,-6.59189372254429,5.38041579859625,45.3530821708908,3.32737047894847,16.5291865259117,,9.68076220287628,,,,13.5726031401471,267.923513391712,27.810993348368,21.47705078125,29.8,82.053,2.767,53.735,76077206.0,-0.757493495941162,-0.878722608089447,-1.31249165534973,-0.991614580154419,-0.893445909023285,-1.18099057674408,267.923513391712,,,,22,True,True
2005,ETH,Ethiopia,5.16,139.0,4.0,7.369084388152828,14.945113080280386,8.030259700358082,12.697117018782524,7.699672044255455,10.0,0.034,0.0,59.61918508293083,7.0,35.0,,,7.0,4.4350000000000005,5.82693440885109,121.0,3.3064805847151,3.1896259296228067,4.34318792866941,1.6666666666666667,6.241916666666667,5.0184053461825515,8.057429375925,5.160642570281125,0.8823529411764706,4.623044383591166,4.351100596321098,102.0,8.273347033350419,8.63326483324791,6.786239213265116,8.034401966837208,5.35563139931728,11.6109215017068,0.0,5.103804411483203,144.0,2.8466666666666662,10.73,6.64,16.8,5.4304,11.424000000000001,4.972355555555556,4.1320977711025675,3.6851732234030683,3.908635497252818,8.0,2.0786290615797043,1.5384615384615385,0.2,5.217295354055668,2.258596488524228,4.784896885333151,137.0,2.0,8.627077175470788,9.0,6.542359058490263,5.2,6.395014428571429,8.382352941176471,2.6750000000000007,4.369370367084167,10.0,10.0,6.717391105261724,3.333333333333333,3.6607142857142856,4.4925,8.25565271062339,4.935550082417752,3.0793852392281695,6.5958153682001885,,4.837600303714179,5.758225137470979,104.0,Sub-Saharan Africa,Low Income,True,5.0,True,-12.6419842587598,2.13780093729558,43.777021964339,9.96997123512892,18.8657892604975,,8.72441638457737,,,,11.8187659491625,290.833381425059,23.4931936600342,23.8548793792725,,82.019,2.497,54.364,78367470.0,-0.772508382797241,-0.917718350887299,-1.69038331508636,-1.11570703983307,-0.938896775245667,-1.23875725269318,290.833381425059,,,,21,True,True
2006,ETH,Ethiopia,5.19,140.0,4.0,7.9264705882352935,13.05,7.951561902225902,12.964689532431933,7.939016245230597,9.525068119891008,2.243,0.0,64.32156334574297,7.0,35.0,,,7.0,4.4350000000000005,5.779816873024322,119.0,3.6132741785181604,3.5138409702513425,4.8535134707176,1.6666666666666667,6.309166666666666,5.0184053461825515,8.057429375925,5.154575685639394,0.8823529411764706,4.773359045070922,4.49257321889028,98.0,7.614582850168685,11.927085749156575,7.4011402846024446,6.4971492884938895,4.54956883371052,13.6260779157237,0.0,4.891322992120412,154.0,3.4066666666666663,9.89,6.640000000000001,16.8,5.4304,11.424000000000001,5.159022222222222,3.8273646107660606,3.6851732234030683,3.7562689170845642,10.0,2.0786290615797043,0.0,0.22125128263035224,5.472215869254962,1.9430240533662544,5.214578798168261,133.0,2.0,8.706933984056379,7.0,5.902311328018793,5.2,6.395014428571429,8.382352941176471,2.6750000000000007,4.369370367084167,10.0,6.206654247888904,6.175484569245853,4.274179417378516,4.5625,4.4925,6.820936801768313,5.037529054786707,3.668299917619542,6.85117743136699,,5.259738674493266,5.593765906636155,118.0,Sub-Saharan Africa,Low Income,True,5.0,True,-11.6871605564419,3.5682352741624,42.4864001741599,12.2994763114825,20.4493250657558,,8.26284585481565,,,,10.8347270679373,313.013896721503,18.828854826567,27.4775695800781,,81.923,2.351,55.402,80703490.0,-0.650104701519012,-0.690580487251282,-1.74013221263885,-1.02831625938416,-0.667515754699707,-1.19371747970581,313.013896721503,,,,21,True,True
2007,ETH,Ethiopia,5.23,140.0,4.0,8.458556403484888,11.240908228151381,7.951561902225902,12.964689532431933,8.205059152855394,10.0,0.393,0.0,65.16605579026871,7.0,35.0,,,7.0,4.4350000000000005,5.928011830571078,122.0,3.8565469315558345,3.7893544336525045,4.925591449755629,1.6666666666666667,6.08036111111111,5.0184053461825515,8.057429375925,4.967681211530069,0.8823529411764706,4.79525456579742,4.513180767809336,100.0,7.477485064021638,12.612574679891807,8.162480641947997,4.593798395130004,3.1047992164544795,17.2380019588638,0.0,4.686191230606029,158.0,2.8599999999999994,10.71,6.64,16.8,5.3632,11.592,4.9544,3.610422313849214,3.6851732234030683,3.647797768626141,10.0,2.0786290615797043,1.5384615384615385,0.22125128263035224,5.761472591405403,2.3999536185192496,5.250537846786347,130.0,2.0,9.152289262706795,7.0,6.0507630875689316,5.2,6.395014428571429,8.382352941176471,2.6750000000000007,4.369370367084167,10.0,6.004050858093992,6.146541227846579,4.686074185854354,4.5625,4.4925,6.820936801768313,5.140502746905667,4.285750681720238,7.400812148473706,,5.843281415096972,5.795272119354538,109.0,Sub-Saharan Africa,Low Income,True,5.0,True,-4.20144598076542,1.12647092519686,39.7427532885857,17.2404008340898,18.5250760306452,,7.81252966616113,,,,11.4561670019891,338.799064654308,21.9115368349794,30.251350402832,,81.826,2.347,56.566,83103217.0,-0.632185876369476,-0.47174859046936,-1.80640935897827,-0.982684671878815,-0.659463107585907,-1.20370495319366,338.799064654308,,,,21,True,True
2008,ETH,Ethiopia,4.92,144.0,4.0,8.902941176470588,9.73,8.002401481597003,12.79183496257019,8.452671329033794,9.95640326975477,0.66,0.0,66.33301105234224,7.0,35.0,,,7.0,4.4350000000000005,5.968814919757714,118.0,3.7301253930740743,3.5796442880833332,4.924455726495727,1.6666666666666667,5.90675,5.194255301940817,8.057429375925,4.89085608974359,0.8823529411764706,4.743772855241151,4.4647273931681415,101.0,7.301092257614146,13.494538711929271,6.213685499574347,9.46578625106413,0.0,44.39128123338651,0.0,3.3786944392971234,160.0,2.9333333333333336,10.6,6.54,17.3,5.364,11.59,4.945777777777778,3.6593038435833765,3.2463121873608705,3.4528080154721232,10.0,2.0786290615797043,1.5384615384615385,0.22125128263035224,5.60197147437099,2.3600783392606464,5.1896660331276365,132.0,2.0,9.410288182752554,5.0,5.470096060917517,5.2,6.395014428571429,8.382352941176471,2.6750000000000007,4.369370367084167,10.0,5.281911685187625,6.043378488859956,4.636354722222222,4.5625,4.4925,6.820936801768313,5.1280728809976335,3.668299917619542,7.815979103048223,,5.742139510333883,5.595921735277247,111.0,Sub-Saharan Africa,Low Income,True,5.0,True,-6.67139557726763,0.400997134132688,33.9671207502096,44.3566858766952,17.7101483486321,,7.81414425408042,,,,10.7885216870332,364.642208155735,18.7793493652542,31.3109302520752,,81.729,2.335,57.733,85543668.0,-0.666399776935577,-0.450209558010101,-1.73212063312531,-0.899132013320923,-0.706700682640076,-1.30721271038055,364.642208155735,,,,21,True,True
2009,ETH,Ethiopia,5.25,139.0,4.0,9.241176470588236,8.58,8.014058981930463,12.752199461436428,8.627617726259349,8.6574931880109,5.427,0.0,57.355373915558175,7.0,35.0,,,7.0,4.4350000000000005,5.74402218285405,119.0,3.892608849017544,3.604289920504386,5.0774255526315795,1.6666666666666667,5.90675,4.718064825750341,8.057429375925,5.330016600877192,0.8823529411764706,4.781656473921589,4.500382563690907,100.0,7.301092257614146,13.494538711929271,6.371534529450452,9.07116367637387,6.612665684830636,8.468335787923408,0.0,5.071323117973808,152.0,4.033333333333334,8.95,6.54,17.3,5.3636,11.591000000000001,5.312311111111112,3.8927689458932275,3.6655272370244556,3.7791480914588416,10.0,2.0786290615797043,0.0,0.22125128263035224,5.518850721513856,1.9546827664309783,5.261535492250233,133.0,2.0,9.318145711307638,5.0,5.439381903769212,5.2,6.216443,8.382352941176471,2.6750000000000007,4.369370367084167,10.0,4.716207095545796,5.937053343400919,4.707193596491228,4.5625,4.4925,6.820936801768313,5.145782599564885,4.285750681720238,8.072427043166833,,6.179088862443535,5.675326677294638,107.0,Sub-Saharan Africa,Low Income,True,5.0,True,-6.75348362103612,0.682729366934427,,8.48364404530282,,,6.58118138102551,,,,8.8025531990487,385.632419711374,16.4317377452986,31.649019241333,,81.632,2.331,58.715,88007636.0,-0.704722344875336,-0.562428534030914,-1.64107227325439,-0.931926727294922,-0.832281887531281,-1.29824542999268,385.632419711374,,,,19,True,True
2010,ETH,Ethiopia,5.13,147.0,4.0,8.029411764705882,12.7,8.00242846126016,12.791743231715449,8.015920112983022,8.44632152588556,6.202,0.0,64.83790334780619,7.0,35.0,,,7.0,4.5575,5.6039483277737165,121.0,3.803305610083333,3.6493069297916665,5.018126409722222,1.6666666666666667,5.91875,5.194255301940817,8.057429375925,5.106400161458334,0.8823529411764706,4.8017800569485045,4.519322406539769,99.0,7.301092257614146,13.494538711929271,5.801183648893251,10.497040877766871,6.745223547667539,8.13694113083115,0.0,4.961874863543734,154.0,3.4400000000000004,9.84,6.54,17.3,5.3636,11.591000000000001,5.114533333333333,3.3917384253472225,3.8956572589712386,3.6436978421592308,10.0,2.0786290615797043,0.0,0.22125128263035224,5.099699166666667,1.8498948777191808,5.152031513302936,145.0,2.0,9.161503509851286,5.0,5.387167836617095,5.2,6.216443,8.382352941176471,2.6750000000000007,4.369370367084167,10.0,4.549682420138889,5.913264104057075,4.2869991875,3.3333333333333326,4.6475,6.390276679686786,4.66452730013003,5.060940804663325,8.163821686610657,3.75,5.658254163757994,5.405803351140548,125.0,Sub-Saharan Africa,Low Income,True,5.0,True,-2.1222608717343,0.963030625359937,,8.14926402965082,,,8.1634410798229,,,,12.5505383347633,421.898622378633,15.8199957578791,33.0478591918945,33.2,81.534,2.3,59.709,90538514.0,-0.694108724594116,-0.488994628190994,-1.63510119915009,-0.848106443881989,-0.807519137859344,-1.34485614299774,421.898622378633,,,,20,True,True
2011,ETH,Ethiopia,4.87,150.0,4.0,8.088235294117647,12.5,7.976882577683755,12.878599235875233,8.0325589359007,8.299727520435967,6.74,2.093548793646209,42.67257922223827,7.0,35.0,,,7.0,4.5575,5.996667049996576,113.0,3.6392951403333336,3.676158074625,4.813719875,1.6666666666666667,5.91875,5.420348102201445,8.03853013843225,4.974758791666666,0.8823529411764706,4.76852834861567,4.488026681050043,100.0,7.301092257614146,13.494538711929271,6.096863800423112,9.757840498942222,0.0,33.22,0.0,3.3494890145093144,161.0,3.84,9.24,6.54,17.3,5.3636,11.591000000000001,5.247866666666666,2.8581186775000003,3.8956572589712386,3.3768879682356197,10.0,2.0786290615797043,0.0,0.22125128263035224,4.867054166666667,1.7917336277191809,5.104122065655367,147.0,2.0,9.585358878497889,5.0,5.528452959499297,5.2,6.216443,8.382352941176471,2.6750000000000007,4.369370367084167,10.0,4.549682420138889,5.913264104057075,4.063947333333333,3.3333333333333326,4.6475,5.784973050425033,4.4574384292729246,4.860850376734749,8.333037511600706,3.75,5.647962629445151,5.386779530568612,123.0,Sub-Saharan Africa,Low Income,True,5.0,True,-3.30367964138338,1.96735663905254,,33.2499598823344,,,9.20935861701915,10.3182460672537,32.1076664694521,48.232935411689,11.1782962297008,455.909628648555,17.4282532150132,34.4468994140625,,81.436,2.275,60.595,93149970.0,-0.667876601219177,-0.521041929721832,-1.5069637298584,-0.994923114776611,-0.741804361343384,-1.36264383792877,455.909628648555,48.232935411689,32.1076664694521,10.3182460672537,25,True,True
2012,ETH,Ethiopia,4.84,149.0,4.0,8.735294117647058,10.3,8.631174833317734,10.654005566719704,8.683234475482397,8.455040871934605,6.17,2.5126784285033597,41.20562550023824,7.0,35.0,4.0,45.0,5.5,4.5575,5.941690755184072,120.0,3.6408252489423334,3.507982075156116,4.608019507735583,1.6666666666666667,5.91875,5.420348102201445,8.03853013843225,4.951690525316458,0.8823529411764706,4.719101533056357,4.441507325229512,103.0,7.301092257614146,13.494538711929271,5.391490635862128,11.52127341034468,0.8920000000000001,22.77,0.0,3.3961457233690684,162.0,3.4066666666666663,9.89,6.54,17.3,5.2943999999999996,11.764000000000001,5.080355555555555,3.4421722341772165,3.7279712391058046,3.5850717366415106,10.0,2.0786290615797043,0.0,0.2213590574537477,4.669244166666667,1.7423080714250299,5.101933840905524,146.0,2.0,10.0,5.0,5.666666666666667,5.2,6.216443,8.382352941176471,2.6750000000000007,4.369370367084167,10.0,4.549682420138889,5.913264104057075,3.955672489451483,1.3333333333333326,4.6475,5.784973050425033,3.9303697183024626,5.049713812031232,8.462799807341737,3.75,5.754171206457656,5.316117923870965,133.0,Sub-Saharan Africa,Low Income,True,5.0,True,-7.1067486808021,0.643172898229037,,23.600417677317,,,9.37759471496754,8.30218871752089,37.0979619673542,45.3979041835072,8.64781163513926,481.639999909808,14.9281805721075,36.2193489074707,,81.337,2.255,61.443,95798767.0,-0.608586847782135,-0.454180359840393,-1.56427133083344,-1.05003821849823,-0.67731785774231,-1.30890786647797,481.639999909808,45.3979041835072,37.0979619673542,8.30218871752089,25,True,True
